,Unnamed: 0,ACCESS,ACR,나이,BATH,침실 수,BLD,COW,월 전기료,FESRP,FKITP,FPARC,FSCHP,FTAXP,월 가스비,HHL,HHT,가계 소득,LANX,결혼 상태,MV,자녀 수,R18,R65,RAC1P,방 수,RWAT,SCH,SCHL,SEX,주택 가격비교
14855,15507,1.0,2.0,28,1.0,3.0,2.0,5,160.0,0,0.0,0,0,0.0,3.0,1.0,6.0,65000.0,2,5,4.0,0.0,0.0,0.0,2,7.0,1.0,1,22,2,0.0
14856,15508,3.0,1.0,60,1.0,2.0,2.0,0,110.0,0,0.0,0,0,1.0,40.0,1.0,4.0,19100.0,2,2,3.0,0.0,0.0,0.0,1,4.0,1.0,1,13,1,0.0
14857,15509,3.0,2.0,66,1.0,3.0,2.0,0,230.0,1,0.0,0,1,1.0,3.0,1.0,6.0,9600.0,2,2,5.0,0.0,0.0,1.0,1,5.0,1.0,1,16,2,0.0
14858,15510,3.0,3.0,49,1.0,2.0,2.0,6,2.0,0,0.0,4,0,1.0,3.0,1.0,1.0,73400.0,2,1,4.0,0.0,0.0,0.0,1,3.0,1.0,1,16,2,1.0
14859,15511,3.0,3.0,44,1.0,2.0,2.0,1,2.0,0,0.0,4,0,1.0,3.0,1.0,1.0,73400.0,2,1,4.0,0.0,0.0,0.0,1,3.0,1.0,1,16,1,1.0
14860,15512,1.0,1.0,54,1.0,3.0,2.0,2,200.0,0,0.0,4,0,0.0,50.0,1.0,1.0,55000.0,2,1,3.0,0.0,0.0,0.0,1,8.0,1.0,1,18,1,1.0
14861,15513,1.0,1.0,54,1.0,3.0,2.0,2,200.0,0,0.0,4,1,0.0,50.0,1.0,1.0,55000.0,2,1,3.0,0.0,0.0,0.0,1,8.0,1.0,1,18,2,1.0
14862,15514,1.0,1.0,32,1.0,5.0,2.0,1,230.0,0,0.0,3,0,0.0,3.0,1.0,2.0,35200.0,2,5,5.0,3.0,1.0,0.0,1,7.0,1.0,1,15,1,0.0
14863,15515,1.0,1.0,10,1.0,5.0,2.0,0,230.0,0,0.0,3,0,0.0,3.0,1.0,2.0,35200.0,2,5,5.0,3.0,1.0,0.0,1,7.0,1.0,2,6,1,0.0
14864,15516,1.0,1.0,8,1.0,5.0,2.0,0,230.0,0,0.0,3,0,0.0,3.0,1.0,2.0,35200.0,2,5,5.0,3.0,1.0,0.0,1,7.0,1.0,2,6,2,0.0
14865,15517,1.0,1.0,0,1.0,5.0,2.0,0,230.0,0,0.0,3,0,0.0,3.0,1.0,2.0,35200.0,0,5,5.0,3.0,1.0,0.0,1,7.0,1.0,0,0,2,0.0
14866,15518,1.0,1.0,26,1.0,5.0,2.0,1,230.0,0,0.0,3,0,0.0,3.0,1.0,2.0,35200.0,2,5,5.0,3.0,1.0,0.0,5,7.0,1.0,1,15,2,0.0
14867,15519,1.0,1.0,54,1.0,3.0,2.0,0,130.0,0,0.0,4,0,0.0,50.0,1.0,1.0,93000.0,2,1,5.0,0.0,0.0,0.0,1,5.0,1.0,1,20,2,0.0
14868,15520,1.0,1.0,52,1.0,3.0,2.0,1,130.0,0,0.0,4,0,0.0,50.0,1.0,1.0,93000.0,2,1,5.0,0.0,0.0,0.0,1,5.0,1.0,1,20,1,0.0
14869,15521,1.0,1.0,32,1.0,3.0,2.0,1,130.0,0,0.0,4,0,0.0,50.0,1.0,1.0,93000.0,2,3,5.0,0.0,0.0,0.0,1,5.0,1.0,1,17,1,0.0
14870,15522,1.0,2.0,71,1.0,4.0,2.0,2,320.0,0,0.0,4,0,0.0,150.0,1.0,1.0,137700.0,2,1,7.0,0.0,0.0,2.0,1,9.0,1.0,1,18,2,1.0
14871,15523,1.0,2.0,74,1.0,4.0,2.0,0,320.0,0,0.0,4,0,0.0,150.0,1.0,1.0,137700.0,2,1,7.0,0.0,0.0,2.0,1,9.0,1.0,1,20,1,1.0
14872,15524,1.0,2.0,24,1.0,4.0,2.0,1,320.0,0,0.0,4,0,0.0,150.0,1.0,1.0,137700.0,2,5,7.0,0.0,0.0,2.0,3,9.0,1.0,1,18,1,1.0
14873,15525,1.0,1.0,58,1.0,3.0,2.0,1,210.0,0,0.0,4,0,0.0,40.0,1.0,1.0,108000.0,2,1,6.0,0.0,0.0,0.0,1,5.0,1.0,1,19,1,0.0
14874,15526,1.0,1.0,60,1.0,3.0,2.0,1,210.0,0,0.0,4,0,0.0,40.0,1.0,1.0,108000.0,2,1,6.0,0.0,0.0,0.0,2,5.0,1.0,1,16,2,0.0
14875,15527,1.0,1.0,28,1.0,3.0,2.0,1,210.0,0,0.0,4,0,0.0,40.0,1.0,1.0,108000.0,2,5,6.0,0.0,0.0,0.0,2,5.0,1.0,1,19,2,0.0
14876,15528,1.0,1.0,56,1.0,3.0,2.0,3,80.0,0,0.0,0,0,0.0,30.0,1.0,6.0,55000.0,2,3,2.0,0.0,0.0,0.0,2,5.0,1.0,1,20,2,1.0
14877,15529,3.0,1.0,89,1.0,4.0,2.0,0,70.0,1,0.0,0,1,0.0,50.0,1.0,6.0,23300.0,2,2,7.0,0.0,0.0,1.0,1,8.0,1.0,1,15,2,1.0
14878,15530,1.0,3.0,49,1.0,4.0,2.0,7,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,22000.0,2,1,4.0,1.0,1.0,0.0,1,9.0,1.0,1,16,1,1.0
14879,15531,1.0,3.0,50,1.0,4.0,2.0,0,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,22000.0,2,1,4.0,1.0,1.0,0.0,1,9.0,1.0,1,16,2,1.0
14880,15532,1.0,3.0,11,1.0,4.0,2.0,0,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,22000.0,2,5,4.0,1.0,1.0,0.0,1,9.0,1.0,2,8,1,1.0
14881,15533,1.0,1.0,27,1.0,3.0,2.0,4,120.0,0,0.0,1,0,0.0,3.0,1.0,1.0,57600.0,2,1,2.0,1.0,1.0,0.0,1,5.0,1.0,1,21,2,0.0
14882,15534,1.0,1.0,28,1.0,3.0,2.0,1,120.0,0,0.0,1,0,0.0,3.0,1.0,1.0,57600.0,2,1,2.0,1.0,1.0,0.0,1,5.0,1.0,1,17,1,0.0
14883,15535,1.0,1.0,1,1.0,3.0,2.0,0,120.0,0,0.0,1,0,0.0,3.0,1.0,1.0,57600.0,0,5,2.0,1.0,1.0,0.0,1,5.0,1.0,0,0,1,0.0
14884,15536,1.0,1.0,67,1.0,3.0,2.0,0,200.0,0,0.0,2,0,0.0,200.0,1.0,1.0,30500.0,2,1,5.0,3.0,1.0,1.0,1,8.0,1.0,1,19,2,0.0
14885,15537,1.0,1.0,58,1.0,3.0,2.0,0,200.0,0,0.0,2,0,0.0,200.0,1.0,1.0,30500.0,2,1,5.0,3.0,1.0,1.0,1,8.0,1.0,1,11,1,0.0
14886,15538,1.0,1.0,17,1.0,3.0,2.0,0,200.0,0,0.0,2,0,0.0,200.0,1.0,1.0,30500.0,2,5,5.0,3.0,1.0,1.0,1,8.0,1.0,2,14,1,0.0
14887,15539,1.0,1.0,11,1.0,3.0,2.0,0,200.0,0,0.0,2,0,0.0,200.0,1.0,1.0,30500.0,2,5,5.0,3.0,1.0,1.0,1,8.0,1.0,2,7,1,0.0
14888,15540,1.0,1.0,10,1.0,3.0,2.0,0,200.0,0,0.0,2,0,0.0,200.0,1.0,1.0,30500.0,2,5,5.0,3.0,1.0,1.0,1,8.0,1.0,2,5,1,0.0
14889,15541,1.0,1.0,62,1.0,2.0,2.0,6,80.0,0,0.0,4,0,0.0,40.0,1.0,2.0,14900.0,2,3,3.0,0.0,0.0,1.0,1,6.0,1.0,1,18,1,0.0
14890,15542,1.0,1.0,84,1.0,2.0,2.0,0,80.0,0,0.0,4,0,0.0,40.0,1.0,2.0,14900.0,2,2,3.0,0.0,0.0,1.0,1,6.0,1.0,1,18,2,0.0
14891,15543,1.0,1.0,54,1.0,3.0,2.0,4,80.0,0,0.0,4,0,0.0,70.0,5.0,1.0,107300.0,2,1,3.0,0.0,0.0,0.0,1,10.0,1.0,1,19,2,1.0
14892,15544,1.0,1.0,55,1.0,3.0,2.0,1,80.0,0,0.0,4,0,0.0,70.0,5.0,1.0,107300.0,1,1,3.0,0.0,0.0,0.0,3,10.0,1.0,1,16,1,1.0
14893,15545,1.0,1.0,33,1.0,3.0,2.0,1,80.0,0,0.0,4,0,0.0,70.0,5.0,1.0,107300.0,2,5,3.0,0.0,0.0,0.0,3,10.0,1.0,1,20,1,1.0
14894,15546,1.0,1.0,77,1.0,5.0,2.0,1,120.0,0,0.0,4,0,0.0,40.0,1.0,3.0,96100.0,2,3,5.0,0.0,0.0,1.0,1,10.0,1.0,1,22,2,1.0
14895,15547,1.0,1.0,48,1.0,5.0,2.0,3,120.0,0,0.0,4,0,0.0,40.0,1.0,3.0,96100.0,2,3,5.0,0.0,0.0,1.0,1,10.0,1.0,1,20,2,1.0
14896,15548,1.0,1.0,20,1.0,5.0,2.0,1,120.0,0,0.0,4,0,0.0,40.0,1.0,3.0,96100.0,2,5,5.0,0.0,0.0,1.0,1,10.0,1.0,1,16,2,1.0
14897,15549,1.0,2.0,48,1.0,2.0,2.0,4,250.0,0,0.0,2,0,0.0,3.0,1.0,1.0,83500.0,2,1,6.0,2.0,1.0,0.0,1,6.0,1.0,1,21,1,0.0
14898,15550,1.0,2.0,45,1.0,2.0,2.0,4,250.0,0,0.0,2,0,0.0,3.0,1.0,1.0,83500.0,2,1,6.0,2.0,1.0,0.0,1,6.0,1.0,1,22,2,0.0
14899,15551,1.0,2.0,16,1.0,2.0,2.0,1,250.0,0,0.0,2,0,0.0,3.0,1.0,1.0,83500.0,2,5,6.0,2.0,1.0,0.0,1,6.0,1.0,2,14,2,0.0
14900,15552,1.0,2.0,14,1.0,2.0,2.0,0,250.0,0,0.0,2,0,0.0,3.0,1.0,1.0,83500.0,2,5,6.0,2.0,1.0,0.0,1,6.0,1.0,2,12,1,0.0
14901,15553,2.0,3.0,27,1.0,4.0,2.0,1,60.0,0,0.0,1,0,0.0,70.0,2.0,1.0,0.0,1,1,1.0,1.0,1.0,0.0,8,8.0,1.0,1,16,1,1.0
14902,15554,2.0,3.0,21,1.0,4.0,2.0,7,60.0,0,0.0,1,0,0.0,70.0,2.0,1.0,0.0,1,1,1.0,1.0,1.0,0.0,8,8.0,1.0,2,18,2,1.0
14903,15555,2.0,3.0,0,1.0,4.0,2.0,0,60.0,0,0.0,1,0,0.0,70.0,2.0,1.0,0.0,0,5,1.0,1.0,1.0,0.0,8,8.0,1.0,0,0,2,1.0
14904,15556,1.0,2.0,77,1.0,3.0,2.0,3,120.0,0,0.0,4,0,1.0,230.0,2.0,1.0,67200.0,2,1,7.0,0.0,0.0,2.0,1,5.0,1.0,1,16,1,0.0
14905,15557,1.0,2.0,74,1.0,3.0,2.0,0,120.0,0,0.0,4,0,1.0,230.0,2.0,1.0,67200.0,1,1,7.0,0.0,0.0,2.0,1,5.0,1.0,1,11,2,0.0
14906,15558,1.0,1.0,40,1.0,4.0,2.0,1,300.0,0,0.0,2,0,0.0,60.0,1.0,1.0,174000.0,2,1,5.0,1.0,1.0,0.0,9,6.0,1.0,1,21,2,1.0
14907,15559,1.0,1.0,47,1.0,4.0,2.0,2,300.0,0,0.0,2,0,0.0,60.0,1.0,1.0,174000.0,2,1,5.0,1.0,1.0,0.0,1,6.0,1.0,1,21,1,1.0
14908,15560,1.0,1.0,15,1.0,4.0,2.0,0,300.0,0,0.0,2,0,0.0,60.0,1.0,1.0,174000.0,2,5,5.0,1.0,1.0,0.0,9,6.0,1.0,2,12,2,1.0
14909,15561,1.0,2.0,46,1.0,3.0,2.0,1,150.0,0,0.0,2,0,0.0,3.0,1.0,1.0,59700.0,2,1,6.0,1.0,1.0,0.0,1,5.0,1.0,1,19,1,0.0
14910,15562,1.0,2.0,46,1.0,3.0,2.0,3,150.0,0,0.0,2,0,0.0,3.0,1.0,1.0,59700.0,2,1,6.0,1.0,1.0,0.0,1,5.0,1.0,1,21,2,0.0
14911,15563,1.0,2.0,19,1.0,3.0,2.0,1,150.0,0,0.0,2,0,0.0,3.0,1.0,1.0,59700.0,2,5,6.0,1.0,1.0,0.0,1,5.0,1.0,2,18,1,0.0
14912,15564,1.0,2.0,17,1.0,3.0,2.0,1,150.0,0,0.0,2,0,0.0,3.0,1.0,1.0,59700.0,2,5,6.0,1.0,1.0,0.0,1,5.0,1.0,2,13,2,0.0
14913,15565,1.0,3.0,73,1.0,3.0,2.0,0,50.0,0,0.0,4,0,0.0,110.0,1.0,1.0,74400.0,2,1,1.0,0.0,0.0,2.0,1,6.0,1.0,1,19,2,1.0
14914,15566,1.0,3.0,71,1.0,3.0,2.0,0,50.0,0,0.0,4,0,0.0,110.0,1.0,1.0,74400.0,2,1,1.0,0.0,0.0,2.0,1,6.0,1.0,1,16,1,1.0
14915,15567,1.0,1.0,52,1.0,3.0,2.0,3,240.0,0,0.0,4,0,0.0,30.0,1.0,1.0,122800.0,2,1,5.0,0.0,0.0,0.0,1,7.0,1.0,1,22,2,1.0
14916,15568,1.0,1.0,56,1.0,3.0,2.0,1,240.0,0,0.0,4,0,0.0,30.0,1.0,1.0,122800.0,2,1,5.0,0.0,0.0,0.0,1,7.0,1.0,1,18,1,1.0
14917,15569,1.0,1.0,21,1.0,3.0,2.0,1,240.0,0,0.0,4,0,0.0,30.0,1.0,1.0,122800.0,2,5,5.0,0.0,0.0,0.0,1,7.0,1.0,1,18,1,1.0
14918,15570,1.0,1.0,19,1.0,3.0,2.0,2,240.0,0,0.0,4,0,0.0,30.0,1.0,1.0,122800.0,2,5,5.0,0.0,0.0,0.0,1,7.0,1.0,1,18,2,1.0
14919,15571,1.0,2.0,76,1.0,3.0,2.0,0,280.0,0,0.0,4,0,0.0,130.0,1.0,1.0,110800.0,2,1,5.0,0.0,0.0,2.0,1,10.0,1.0,1,20,1,1.0
14920,15572,1.0,2.0,74,1.0,3.0,2.0,0,280.0,0,0.0,4,0,0.0,130.0,1.0,1.0,110800.0,2,1,5.0,0.0,0.0,2.0,1,10.0,1.0,1,16,2,1.0
14921,15573,1.0,2.0,25,1.0,3.0,2.0,1,260.0,1,0.0,1,1,0.0,3.0,1.0,1.0,165850.0,2,1,5.0,1.0,1.0,0.0,1,6.0,1.0,1,14,1,1.0
14922,15574,1.0,2.0,21,1.0,3.0,2.0,1,260.0,0,0.0,1,0,0.0,3.0,1.0,1.0,165850.0,2,1,5.0,1.0,1.0,0.0,1,6.0,1.0,1,16,2,1.0
14923,15575,1.0,2.0,1,1.0,3.0,2.0,0,260.0,0,0.0,1,0,0.0,3.0,1.0,1.0,165850.0,0,5,5.0,1.0,1.0,0.0,1,6.0,1.0,0,0,1,1.0
14924,15576,1.0,1.0,56,1.0,3.0,2.0,4,1.0,0,0.0,0,0,0.0,20.0,1.0,4.0,59400.0,2,3,3.0,0.0,0.0,0.0,2,5.0,1.0,1,21,1,1.0
14925,15577,1.0,1.0,70,1.0,3.0,2.0,1,80.0,0,0.0,4,0,0.0,60.0,1.0,1.0,70300.0,2,1,3.0,0.0,0.0,2.0,1,10.0,1.0,1,23,1,1.0
14926,15578,1.0,1.0,68,1.0,3.0,2.0,0,80.0,0,0.0,4,0,0.0,60.0,1.0,1.0,70300.0,2,1,3.0,0.0,0.0,2.0,1,10.0,1.0,1,23,2,1.0
14927,15579,1.0,2.0,49,1.0,3.0,2.0,1,100.0,0,0.0,4,0,1.0,3.0,1.0,1.0,90000.0,2,1,6.0,0.0,0.0,0.0,1,5.0,1.0,1,16,1,1.0
14928,15580,1.0,2.0,51,1.0,3.0,2.0,1,100.0,0,0.0,4,0,1.0,3.0,1.0,1.0,90000.0,2,1,6.0,0.0,0.0,0.0,1,5.0,1.0,1,16,2,1.0
14929,15581,1.0,2.0,21,1.0,3.0,2.0,1,100.0,0,0.0,4,0,1.0,3.0,1.0,1.0,90000.0,2,5,6.0,0.0,0.0,0.0,1,5.0,1.0,1,16,1,1.0
14930,15582,1.0,1.0,54,1.0,4.0,2.0,1,120.0,0,0.0,4,0,1.0,110.0,1.0,1.0,70500.0,2,1,1.0,0.0,0.0,0.0,1,7.0,1.0,1,17,1,1.0
14931,15583,1.0,1.0,52,1.0,4.0,2.0,1,120.0,0,0.0,4,0,1.0,110.0,1.0,1.0,70500.0,2,1,1.0,0.0,0.0,0.0,1,7.0,1.0,1,16,2,1.0
14932,15584,1.0,1.0,24,1.0,4.0,2.0,1,120.0,0,0.0,4,0,1.0,110.0,1.0,1.0,70500.0,2,5,1.0,0.0,0.0,0.0,1,7.0,1.0,1,16,1,1.0
14933,15585,1.0,1.0,18,1.0,4.0,2.0,0,120.0,0,0.0,4,0,1.0,110.0,1.0,1.0,70500.0,2,5,1.0,0.0,0.0,0.0,1,7.0,1.0,2,16,1,1.0
14934,15586,1.0,1.0,27,1.0,3.0,2.0,1,100.0,1,0.0,0,1,1.0,3.0,1.0,5.0,64100.0,2,5,2.0,0.0,0.0,0.0,1,5.0,1.0,1,21,1,1.0
14935,15587,1.0,1.0,32,1.0,3.0,2.0,1,100.0,1,0.0,0,1,1.0,3.0,1.0,5.0,64100.0,2,4,2.0,0.0,0.0,0.0,1,5.0,1.0,1,13,1,1.0
14936,15588,1.0,1.0,27,1.0,3.0,2.0,1,40.0,0,0.0,0,0,0.0,40.0,1.0,6.0,72000.0,2,5,3.0,0.0,0.0,0.0,1,4.0,1.0,1,21,2,0.0
14937,15589,3.0,3.0,72,1.0,4.0,2.0,0,60.0,0,0.0,0,0,0.0,3.0,1.0,6.0,0.0,2,2,7.0,0.0,0.0,1.0,1,9.0,1.0,1,21,2,1.0
14938,15590,1.0,3.0,68,1.0,3.0,2.0,0,2.0,0,0.0,0,0,1.0,30.0,1.0,4.0,22600.0,2,3,3.0,0.0,0.0,1.0,1,6.0,1.0,1,16,1,1.0
14939,15591,1.0,1.0,38,1.0,2.0,2.0,1,190.0,0,0.0,4,0,0.0,110.0,1.0,1.0,143700.0,2,1,3.0,0.0,0.0,0.0,1,5.0,1.0,1,22,1,0.0
14940,15592,1.0,1.0,30,1.0,2.0,2.0,1,190.0,0,0.0,4,0,0.0,110.0,1.0,1.0,143700.0,2,1,3.0,0.0,0.0,0.0,1,5.0,1.0,1,24,2,0.0
14941,15593,1.0,2.0,38,1.0,4.0,2.0,1,400.0,0,0.0,0,0,0.0,60.0,1.0,7.0,123600.0,2,3,5.0,0.0,0.0,0.0,1,7.0,1.0,1,16,2,1.0
14942,15594,1.0,2.0,31,1.0,4.0,2.0,1,400.0,0,0.0,0,0,0.0,60.0,1.0,7.0,123600.0,2,3,5.0,0.0,0.0,0.0,1,7.0,1.0,1,16,1,1.0
14943,15596,1.0,1.0,52,1.0,2.0,2.0,3,150.0,0,0.0,4,0,0.0,30.0,1.0,1.0,53400.0,2,1,6.0,0.0,0.0,0.0,3,4.0,1.0,1,16,1,0.0
14944,15597,1.0,1.0,49,1.0,2.0,2.0,1,150.0,0,0.0,4,0,0.0,30.0,1.0,1.0,53400.0,2,1,6.0,0.0,0.0,0.0,1,4.0,1.0,1,16,2,0.0
14945,15598,1.0,1.0,19,1.0,2.0,2.0,1,150.0,0,0.0,4,0,0.0,30.0,1.0,1.0,53400.0,2,5,6.0,0.0,0.0,0.0,3,4.0,1.0,2,16,1,0.0
14946,15599,1.0,1.0,33,1.0,3.0,2.0,4,120.0,1,0.0,4,1,1.0,70.0,1.0,2.0,93250.0,2,5,4.0,0.0,0.0,1.0,1,7.0,1.0,1,21,1,1.0
14947,15600,1.0,1.0,67,1.0,3.0,2.0,1,120.0,1,0.0,4,1,1.0,70.0,1.0,2.0,93250.0,2,1,4.0,0.0,0.0,1.0,1,7.0,1.0,2,21,1,1.0
14948,15601,1.0,1.0,35,1.0,3.0,2.0,2,120.0,1,0.0,4,1,1.0,70.0,1.0,2.0,93250.0,2,4,4.0,0.0,0.0,1.0,2,7.0,1.0,1,14,1,1.0
14949,15602,1.0,2.0,83,1.0,3.0,2.0,0,60.0,0,0.0,4,0,1.0,70.0,3.0,1.0,118700.0,2,1,7.0,0.0,0.0,1.0,1,7.0,1.0,1,19,1,1.0
14950,15603,1.0,2.0,64,1.0,3.0,2.0,1,60.0,0,0.0,4,0,1.0,70.0,3.0,1.0,118700.0,1,1,7.0,0.0,0.0,1.0,1,7.0,1.0,1,16,1,1.0
14951,15604,1.0,2.0,39,1.0,3.0,2.0,1,150.0,0,0.0,2,0,1.0,50.0,1.0,1.0,82000.0,2,1,5.0,2.0,1.0,0.0,1,8.0,1.0,1,16,2,0.0
14952,15605,1.0,2.0,35,1.0,3.0,2.0,1,150.0,0,0.0,2,0,1.0,50.0,1.0,1.0,82000.0,2,1,5.0,2.0,1.0,0.0,1,8.0,1.0,1,21,1,0.0
14953,15606,1.0,2.0,12,1.0,3.0,2.0,0,150.0,0,0.0,2,0,1.0,50.0,1.0,1.0,82000.0,2,5,5.0,2.0,1.0,0.0,1,8.0,1.0,2,8,2,0.0
14954,15607,1.0,2.0,9,1.0,3.0,2.0,0,150.0,0,0.0,2,0,1.0,50.0,1.0,1.0,82000.0,2,5,5.0,2.0,1.0,0.0,1,8.0,1.0,2,6,1,0.0
14955,15608,1.0,1.0,56,1.0,3.0,2.0,1,90.0,0,0.0,4,0,0.0,60.0,1.0,1.0,220000.0,2,1,4.0,0.0,0.0,1.0,1,8.0,1.0,1,21,1,1.0
14956,15609,1.0,1.0,66,1.0,3.0,2.0,1,90.0,0,0.0,4,0,0.0,60.0,1.0,1.0,220000.0,2,1,4.0,0.0,0.0,1.0,1,8.0,1.0,1,21,2,1.0
14957,15610,3.0,1.0,81,1.0,2.0,2.0,0,100.0,0,0.0,0,0,0.0,20.0,1.0,6.0,10800.0,2,2,6.0,0.0,0.0,1.0,1,4.0,2.0,1,13,2,0.0
14958,15611,1.0,1.0,68,1.0,3.0,2.0,1,200.0,0,0.0,2,0,1.0,200.0,1.0,3.0,21800.0,2,2,7.0,2.0,1.0,1.0,9,6.0,1.0,1,19,2,0.0
14959,15612,1.0,1.0,37,1.0,3.0,2.0,1,200.0,0,0.0,2,0,1.0,200.0,1.0,3.0,21800.0,2,3,7.0,2.0,1.0,1.0,9,6.0,1.0,2,19,2,0.0
14960,15613,1.0,1.0,20,1.0,3.0,2.0,4,200.0,1,0.0,2,0,1.0,200.0,1.0,3.0,21800.0,2,5,7.0,2.0,1.0,1.0,9,6.0,1.0,2,19,1,0.0
14961,15614,1.0,1.0,12,1.0,3.0,2.0,0,200.0,0,0.0,2,0,1.0,200.0,1.0,3.0,21800.0,2,5,7.0,2.0,1.0,1.0,9,6.0,1.0,2,9,1,0.0
14962,15615,1.0,1.0,7,1.0,3.0,2.0,0,200.0,0,0.0,2,0,1.0,200.0,1.0,3.0,21800.0,2,5,7.0,2.0,1.0,1.0,9,6.0,1.0,2,4,2,0.0
14963,15616,1.0,2.0,49,1.0,3.0,2.0,1,80.0,0,0.0,0,0,0.0,90.0,1.0,4.0,102000.0,2,3,5.0,0.0,0.0,0.0,1,8.0,1.0,1,20,1,1.0
14964,15617,1.0,1.0,42,1.0,4.0,2.0,6,130.0,0,0.0,2,0,0.0,80.0,1.0,1.0,55300.0,2,1,4.0,1.0,1.0,0.0,1,8.0,1.0,1,21,1,1.0
14965,15618,1.0,1.0,42,1.0,4.0,2.0,6,130.0,0,0.0,2,0,0.0,80.0,1.0,1.0,55300.0,2,1,4.0,1.0,1.0,0.0,1,8.0,1.0,1,21,2,1.0
14966,15619,1.0,1.0,15,1.0,4.0,2.0,0,130.0,0,0.0,2,0,0.0,80.0,1.0,1.0,55300.0,2,5,4.0,1.0,1.0,0.0,1,8.0,1.0,2,11,2,1.0
14967,15620,1.0,1.0,61,1.0,3.0,2.0,1,160.0,0,0.0,4,0,0.0,160.0,1.0,1.0,105600.0,2,1,6.0,0.0,0.0,0.0,3,7.0,1.0,1,20,1,1.0
14968,15621,1.0,1.0,61,1.0,3.0,2.0,2,160.0,0,0.0,4,0,0.0,160.0,1.0,1.0,105600.0,2,1,6.0,0.0,0.0,0.0,1,7.0,1.0,1,21,2,1.0
14969,15622,3.0,1.0,83,2.0,1.0,2.0,1,80.0,0,0.0,0,0,1.0,3.0,2.0,4.0,9100.0,1,2,5.0,0.0,0.0,1.0,8,2.0,2.0,1,7,1,0.0
14970,15623,1.0,1.0,38,1.0,4.0,2.0,0,80.0,0,0.0,2,0,0.0,50.0,1.0,1.0,101200.0,2,1,4.0,4.0,1.0,0.0,1,7.0,1.0,1,18,2,1.0
14971,15624,1.0,1.0,39,1.0,4.0,2.0,1,80.0,0,0.0,2,0,0.0,50.0,1.0,1.0,101200.0,2,1,4.0,4.0,1.0,0.0,1,7.0,1.0,1,21,1,1.0
14972,15625,1.0,1.0,13,1.0,4.0,2.0,0,80.0,0,0.0,2,0,0.0,50.0,1.0,1.0,101200.0,2,5,4.0,4.0,1.0,0.0,1,7.0,1.0,3,10,2,1.0
14973,15626,1.0,1.0,12,1.0,4.0,2.0,0,80.0,0,0.0,2,0,0.0,50.0,1.0,1.0,101200.0,2,5,4.0,4.0,1.0,0.0,1,7.0,1.0,3,9,2,1.0
14974,15627,1.0,1.0,8,1.0,4.0,2.0,0,80.0,0,0.0,2,0,0.0,50.0,1.0,1.0,101200.0,2,5,4.0,4.0,1.0,0.0,1,7.0,1.0,3,5,1,1.0
14975,15628,1.0,1.0,5,1.0,4.0,2.0,0,80.0,0,0.0,2,0,0.0,50.0,1.0,1.0,101200.0,2,5,4.0,4.0,1.0,0.0,1,7.0,1.0,3,3,2,1.0
14976,15629,3.0,1.0,76,1.0,3.0,2.0,0,160.0,0,0.0,4,0,0.0,3.0,1.0,1.0,81640.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,19,1,0.0
14977,15630,3.0,1.0,75,1.0,3.0,2.0,0,160.0,0,0.0,4,0,0.0,3.0,1.0,1.0,81640.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,21,2,0.0
14978,15631,1.0,1.0,50,1.0,3.0,2.0,3,260.0,0,0.0,2,0,0.0,60.0,1.0,1.0,111000.0,2,1,6.0,2.0,1.0,0.0,1,6.0,1.0,1,20,2,0.0
14979,15632,1.0,1.0,50,1.0,3.0,2.0,1,260.0,0,0.0,2,0,0.0,60.0,1.0,1.0,111000.0,2,1,6.0,2.0,1.0,0.0,1,6.0,1.0,1,21,1,0.0
14980,15633,1.0,1.0,10,1.0,3.0,2.0,0,260.0,0,0.0,2,0,0.0,60.0,1.0,1.0,111000.0,2,5,6.0,2.0,1.0,0.0,3,6.0,1.0,2,7,1,0.0
14981,15634,1.0,1.0,8,1.0,3.0,2.0,0,260.0,0,0.0,2,0,0.0,60.0,1.0,1.0,111000.0,2,5,6.0,2.0,1.0,0.0,3,6.0,1.0,2,4,2,0.0
14982,15635,1.0,3.0,50,1.0,3.0,2.0,7,250.0,0,0.0,2,0,0.0,3.0,1.0,1.0,109000.0,2,1,5.0,1.0,1.0,0.0,1,8.0,1.0,1,21,1,1.0
14983,15636,1.0,3.0,47,1.0,3.0,2.0,4,250.0,0,0.0,2,0,0.0,3.0,1.0,1.0,109000.0,2,1,5.0,1.0,1.0,0.0,1,8.0,1.0,1,22,2,1.0
14984,15637,1.0,3.0,13,1.0,3.0,2.0,0,250.0,0,0.0,2,0,0.0,3.0,1.0,1.0,109000.0,2,5,5.0,1.0,1.0,0.0,1,8.0,1.0,2,9,1,1.0
14985,15638,1.0,1.0,31,1.0,3.0,2.0,5,100.0,0,0.0,1,0,0.0,70.0,1.0,1.0,66020.0,2,1,3.0,1.0,1.0,0.0,1,5.0,1.0,1,18,1,1.0
